event_id,user_id,department,tool,feature,event_date,session_duration_mins,actions_taken,month
EVT00300,USR0259,Technology,Power BI,Analytics Portal,2025-04-08,11.4,3,2025-04
EVT00301,USR0096,Technology,Power BI,Analytics Portal,2025-01-01,23.9,2,2025-01
EVT00302,USR0196,Technology,Viva Insights,Team Chat,2025-04-10,5.7,2,2025-04
EVT00303,USR0155,Sales,OneDrive,Team Chat,2025-03-09,4.6,4,2025-03
EVT00304,USR0069,Technology,SharePoint,Team Chat,2025-04-27,18.7,8,2025-04
EVT00305,USR0275,Technology,OneDrive,Document Collaboration,2025-03-15,6.9,3,2025-03
EVT00306,USR0290,HR,Microsoft Teams,Analytics Portal,2025-04-19,9.1,8,2025-04
EVT00307,USR0160,Operations,Power BI,File Sharing,2025-06-28,18.1,1,2025-06
EVT00308,USR0186,Marketing,Microsoft Teams,File Sharing,2025-05-23,45.2,1,2025-05
EVT00309,USR0119,Sales,OneDrive,Analytics Portal,2025-06-19,31.2,0,2025-06
EVT00310,USR0047,HR,SharePoint,Video Conferencing,2025-05-05,7.4,3,2025-05
EVT00311,USR0038,Sales,OneDrive,File Sharing,2025-02-09,28.6,4,2025-02
EVT00312,USR0070,Finance,OneDrive,Video Conferencing,2025-02-18,13.2,6,2025-02
EVT00313,USR0151,HR,OneDrive,Document Collaboration,2025-03-17,36.0,4,2025-03
EVT00314,USR0284,Sales,Microsoft Teams,Document Collaboration,2025-02-25,27.8,6,2025-02
EVT00315,USR0029,Sales,Power BI,Document Collaboration,2025-01-15,1.5,2,2025-01
EVT00316,USR0147,HR,Viva Insights,Analytics Portal,2025-05-29,17.0,1,2025-05
EVT00317,USR0197,Sales,SharePoint,Document Collaboration,2025-05-19,12.5,6,2025-05
EVT00318,USR0210,Sales,OneDrive,File Sharing,2025-01-16,16.7,5,2025-01
EVT00319,USR0170,Finance,OneDrive,Team Chat,2025-03-22,17.4,0,2025-03
EVT00320,USR0289,Finance,Microsoft Teams,Analytics Portal,2025-01-15,25.3,18,2025-01
EVT00321,USR0062,Finance,Viva Insights,Project Management,2025-01-13,7.1,6,2025-01
EVT00322,USR0099,HR,Viva Insights,File Sharing,2025-05-30,27.6,4,2025-05
EVT00323,USR0195,Finance,Microsoft Teams,File Sharing,2025-05-03,47.9,3,2025-05
EVT00324,USR0025,Operations,SharePoint,Document Collaboration,2025-05-09,40.4,1,2025-05
EVT00325,USR0002,Sales,Microsoft Teams,Video Conferencing,2025-05-16,13.5,4,2025-05
EVT00326,USR0040,Operations,SharePoint,Analytics Portal,2025-02-10,41.6,12,2025-02
EVT00327,USR0061,Technology,Power BI,Team Chat,2025-01-15,24.5,1,2025-01
EVT00328,USR0218,Sales,SharePoint,Analytics Portal,2025-05-11,30.1,8,2025-05
EVT00329,USR0098,HR,OneDrive,Document Collaboration,2025-01-21,3.4,12,2025-01
EVT00330,USR0121,Sales,Microsoft Teams,Document Collaboration,2025-02-17,20.3,2,2025-02
EVT00331,USR0147,HR,SharePoint,Analytics Portal,2025-01-18,16.6,2,2025-01
EVT00332,USR0035,Marketing,Power BI,Team Chat,2025-06-02,14.6,1,2025-06
EVT00333,USR0106,Sales,OneDrive,Project Management,2025-01-18,20.2,2,2025-01
EVT00334,USR0124,Marketing,SharePoint,Team Chat,2025-06-22,26.3,10,2025-06
EVT00335,USR0077,Sales,OneDrive,File Sharing,2025-03-02,9.7,4,2025-03
EVT00336,USR0162,Technology,Viva Insights,File Sharing,2025-04-14,15.1,3,2025-04
EVT00337,USR0089,Technology,OneDrive,Document Collaboration,2025-01-31,46.8,14,2025-01
EVT00338,USR0270,HR,Power BI,Document Collaboration,2025-05-26,16.6,7,2025-05
EVT00339,USR0019,Legal,Microsoft Teams,Project Management,2025-03-05,2.5,5,2025-03
EVT00340,USR0269,Finance,Power BI,File Sharing,2025-05-29,20.1,2,2025-05
EVT00341,USR0233,Finance,Power BI,Project Management,2025-06-02,6.9,7,2025-06
EVT00342,USR0048,Finance,SharePoint,Video Conferencing,2025-01-11,2.6,6,2025-01
EVT00343,USR0109,Finance,OneDrive,File Sharing,2025-06-08,17.6,2,2025-06
EVT00344,USR0147,HR,Power BI,Team Chat,2025-01-21,6.0,3,2025-01
EVT00345,USR0111,HR,Power BI,Project Management,2025-04-18,24.8,2,2025-04
EVT00346,USR0205,Technology,Power BI,Analytics Portal,2025-06-18,44.9,0,2025-06
EVT00347,USR0097,Sales,Viva Insights,Document Collaboration,2025-05-30,17.8,4,2025-05
EVT00348,USR0032,Marketing,OneDrive,Project Management,2025-05-25,14.8,7,2025-05
EVT00349,USR0183,Legal,Viva Insights,Document Collaboration,2025-05-14,2.2,9,2025-05
EVT00350,USR0244,Finance,OneDrive,Video Conferencing,2025-03-22,31.8,5,2025-03
EVT00351,USR0152,Finance,OneDrive,Analytics Portal,2025-03-08,36.0,7,2025-03
EVT00352,USR0034,Legal,SharePoint,Team Chat,2025-02-22,1.4,0,2025-02
EVT00353,USR0194,Marketing,Power BI,File Sharing,2025-06-21,11.2,4,2025-06
EVT00354,USR0018,Technology,Power BI,File Sharing,2025-03-22,5.8,10,2025-03
EVT00355,USR0031,Operations,Viva Insights,Project Management,2025-03-03,15.8,7,2025-03
EVT00356,USR0270,HR,OneDrive,Analytics Portal,2025-03-09,20.8,3,2025-03
EVT00357,USR0204,Legal,Microsoft Teams,Analytics Portal,2025-04-12,0.6,4,2025-04
EVT00358,USR0131,Finance,SharePoint,File Sharing,2025-02-03,8.5,15,2025-02
EVT00359,USR0231,Sales,Power BI,Analytics Portal,2025-06-21,11.1,6,2025-06
EVT00360,USR0052,Legal,SharePoint,Team Chat,2025-06-15,21.7,4,2025-06
EVT00361,USR0028,Finance,Viva Insights,File Sharing,2025-03-18,13.1,0,2025-03
EVT00362,USR0017,Sales,OneDrive,Analytics Portal,2025-04-28,21.4,9,2025-04
EVT00363,USR0059,Legal,Microsoft Teams,File Sharing,2025-03-22,27.6,7,2025-03
EVT00364,USR0096,Technology,Viva Insights,Analytics Portal,2025-01-19,52.4,3,2025-01
EVT00365,USR0173,Operations,SharePoint,File Sharing,2025-01-03,4.2,5,2025-01
EVT00366,USR0259,Technology,Viva Insights,Analytics Portal,2025-04-28,22.5,6,2025-04
EVT00367,USR0254,Sales,OneDrive,Team Chat,2025-06-09,9.3,8,2025-06
EVT00368,USR0272,Operations,Power BI,File Sharing,2025-05-25,10.8,1,2025-05
EVT00369,USR0013,Technology,Microsoft Teams,Team Chat,2025-01-26,58.6,7,2025-01
EVT00370,USR0275,Technology,SharePoint,Document Collaboration,2025-01-19,50.9,3,2025-01
EVT00371,USR0128,Finance,Microsoft Teams,Team Chat,2025-05-18,38.0,0,2025-05
EVT00372,USR0001,Legal,Microsoft Teams,File Sharing,2025-02-24,19.6,5,2025-02
EVT00373,USR0114,Technology,SharePoint,Document Collaboration,2025-05-10,58.9,2,2025-05
EVT00374,USR0143,Sales,OneDrive,Project Management,2025-03-09,7.8,11,2025-03
EVT00375,USR0027,HR,OneDrive,Project Management,2025-02-03,4.6,4,2025-02
EVT00376,USR0023,Sales,Microsoft Teams,Team Chat,2025-03-31,10.6,7,2025-03
EVT00377,USR0058,Legal,OneDrive,Project Management,2025-01-18,10.3,5,2025-01
EVT00378,USR0071,Sales,SharePoint,Team Chat,2025-03-04,19.8,6,2025-03
EVT00379,USR0260,Finance,SharePoint,Document Collaboration,2025-04-05,38.6,11,2025-04
EVT00380,USR0032,Marketing,Viva Insights,Video Conferencing,2025-03-14,44.2,5,2025-03
EVT00381,USR0003,Operations,Microsoft Teams,Team Chat,2025-02-10,3.4,11,2025-02
EVT00382,USR0145,Operations,Power BI,Video Conferencing,2025-04-23,3.7,9,2025-04
EVT00383,USR0205,Technology,OneDrive,Project Management,2025-05-20,29.6,5,2025-05
EVT00384,USR0113,Legal,SharePoint,Project Management,2025-06-30,19.7,8,2025-06
EVT00385,USR0256,HR,Power BI,Video Conferencing,2025-03-19,23.4,5,2025-03
EVT00386,USR0272,Operations,Microsoft Teams,Analytics Portal,2025-06-06,23.5,6,2025-06
EVT00387,USR0286,Legal,Viva Insights,Team Chat,2025-06-17,23.6,5,2025-06
EVT00388,USR0252,Marketing,Viva Insights,Project Management,2025-05-16,23.3,9,2025-05
EVT00389,USR0024,Finance,Microsoft Teams,Document Collaboration,2025-01-03,5.5,2,2025-01
EVT00390,USR0093,Technology,OneDrive,Project Management,2025-06-20,22.5,9,2025-06
EVT00391,USR0259,Technology,Power BI,File Sharing,2025-05-22,18.8,7,2025-05
EVT00392,USR0122,Sales,Microsoft Teams,Video Conferencing,2025-03-18,28.1,3,2025-03
EVT00393,USR0169,Sales,SharePoint,File Sharing,2025-06-19,29.9,4,2025-06
EVT00394,USR0109,Finance,Viva Insights,Team Chat,2025-01-27,21.0,4,2025-01
EVT00395,USR0003,Operations,Viva Insights,Document Collaboration,2025-02-04,31.2,5,2025-02
EVT00396,USR0294,Legal,OneDrive,Project Management,2025-03-09,4.1,0,2025-03
EVT00397,USR0256,HR,OneDrive,Document Collaboration,2025-01-30,19.6,1,2025-01
EVT00398,USR0190,Technology,OneDrive,Project Management,2025-01-28,1.9,6,2025-01
EVT00399,USR0087,Technology,Viva Insights,Video Conferencing,2025-05-22,2.4,3,2025-05
EVT00400,USR0268,Legal,Viva Insights,Document Collaboration,2025-02-09,15.5,4,2025-02
EVT00401,USR0152,Finance,OneDrive,Team Chat,2025-03-11,15.1,9,2025-03
EVT00402,USR0183,Legal,SharePoint,Project Management,2025-03-14,27.4,5,2025-03
EVT00403,USR0058,Legal,Microsoft Teams,Project Management,2025-06-04,3.2,5,2025-06
EVT00404,USR0253,Sales,Power BI,File Sharing,2025-02-23,33.7,6,2025-02
EVT00405,USR0175,Marketing,Power BI,Project Management,2025-03-29,34.5,0,2025-03
EVT00406,USR0184,Marketing,OneDrive,File Sharing,2025-02-22,44.5,15,2025-02
EVT00407,USR0251,Technology,SharePoint,Team Chat,2025-06-25,54.3,17,2025-06
EVT00408,USR0283,Marketing,Viva Insights,File Sharing,2025-06-12,9.6,4,2025-06
EVT00409,USR0267,Marketing,SharePoint,Team Chat,2025-03-09,29.9,10,2025-03
EVT00410,USR0154,Marketing,Viva Insights,Team Chat,2025-05-10,4.2,2,2025-05
EVT00411,USR0264,Marketing,Microsoft Teams,Team Chat,2025-05-06,11.8,4,2025-05
EVT00412,USR0109,Finance,OneDrive,Team Chat,2025-03-06,5.5,5,2025-03
EVT00413,USR0280,Marketing,Microsoft Teams,File Sharing,2025-01-14,16.2,7,2025-01
EVT00414,USR0103,Sales,Viva Insights,Project Management,2025-01-24,13.3,0,2025-01
EVT00415,USR0089,Technology,Viva Insights,Team Chat,2025-06-12,14.8,11,2025-06
EVT00416,USR0229,Marketing,Microsoft Teams,File Sharing,2025-04-19,2.5,2,2025-04
EVT00417,USR0293,Legal,Viva Insights,Project Management,2025-03-12,7.4,0,2025-03
EVT00418,USR0218,Sales,Microsoft Teams,Team Chat,2025-01-12,24.7,7,2025-01
EVT00419,USR0055,Finance,OneDrive,Team Chat,2025-01-01,2.1,8,2025-01
EVT00420,USR0033,Technology,SharePoint,Document Collaboration,2025-03-27,24.8,3,2025-03
EVT00421,USR0290,HR,Power BI,Video Conferencing,2025-02-03,20.4,7,2025-02
EVT00422,USR0252,Marketing,SharePoint,File Sharing,2025-06-13,34.4,6,2025-06
EVT00423,USR0113,Legal,Microsoft Teams,Team Chat,2025-03-09,25.1,4,2025-03
EVT00424,USR0038,Sales,Microsoft Teams,Team Chat,2025-02-11,24.4,5,2025-02
EVT00425,USR0029,Sales,Power BI,Analytics Portal,2025-04-24,9.8,3,2025-04
EVT00426,USR0295,Sales,OneDrive,Analytics Portal,2025-05-22,10.1,5,2025-05
EVT00427,USR0182,Marketing,OneDrive,Document Collaboration,2025-06-30,35.7,3,2025-06
EVT00428,USR0045,Legal,OneDrive,File Sharing,2025-04-20,12.0,6,2025-04
EVT00429,USR0156,Sales,Microsoft Teams,Document Collaboration,2025-05-24,22.7,0,2025-05
EVT00430,USR0205,Technology,Microsoft Teams,Video Conferencing,2025-01-03,51.1,9,2025-01
EVT00431,USR0037,Operations,OneDrive,Project Management,2025-01-29,43.8,4,2025-01
EVT00432,USR0217,Operations,Microsoft Teams,Analytics Portal,2025-01-20,34.6,15,2025-01
EVT00433,USR0130,Sales,OneDrive,Document Collaboration,2025-06-26,36.8,1,2025-06
EVT00434,USR0111,HR,Microsoft Teams,Document Collaboration,2025-02-08,23.9,0,2025-02
EVT00435,USR0226,Sales,OneDrive,Project Management,2025-05-20,20.6,5,2025-05
EVT00436,USR0256,HR,Microsoft Teams,Project Management,2025-01-10,9.3,0,2025-01
EVT00437,USR0149,Technology,Microsoft Teams,Video Conferencing,2025-04-05,38.4,7,2025-04
EVT00438,USR0107,Legal,Microsoft Teams,Analytics Portal,2025-05-30,3.1,2,2025-05
EVT00439,USR0021,Legal,Viva Insights,Team Chat,2025-05-22,5.7,5,2025-05
EVT00440,USR0029,Sales,OneDrive,Project Management,2025-02-07,15.7,3,2025-02
EVT00441,USR0281,Operations,Microsoft Teams,Analytics Portal,2025-04-21,24.1,11,2025-04
EVT00442,USR0224,Marketing,Power BI,Team Chat,2025-02-02,7.8,11,2025-02
EVT00443,USR0089,Technology,Microsoft Teams,Team Chat,2025-01-11,59.6,10,2025-01
EVT00444,USR0205,Technology,Viva Insights,Analytics Portal,2025-03-20,29.4,5,2025-03
EVT00445,USR0277,Marketing,OneDrive,Team Chat,2025-04-04,23.2,5,2025-04
EVT00446,USR0208,Legal,Viva Insights,Analytics Portal,2025-01-11,24.1,3,2025-01
EVT00447,USR0056,Sales,OneDrive,Team Chat,2025-04-02,37.4,4,2025-04
EVT00448,USR0068,Operations,SharePoint,Analytics Portal,2025-02-23,15.6,4,2025-02
EVT00449,USR0233,Finance,Power BI,File Sharing,2025-06-24,7.0,5,2025-06
EVT00450,USR0216,Marketing,Viva Insights,Team Chat,2025-03-05,16.1,7,2025-03
EVT00451,USR0021,Legal,Power BI,Document Collaboration,2025-06-20,17.0,7,2025-06
EVT00452,USR0074,Marketing,Microsoft Teams,Video Conferencing,2025-01-27,10.9,9,2025-01
EVT00453,USR0243,Marketing,Power BI,Video Conferencing,2025-04-01,25.2,7,2025-04
EVT00454,USR0241,Finance,Viva Insights,Analytics Portal,2025-05-24,3.1,0,2025-05
EVT00455,USR0174,Marketing,Power BI,Project Management,2025-04-15,19.1,15,2025-04
EVT00456,USR0124,Marketing,Microsoft Teams,Document Collaboration,2025-06-08,7.1,3,2025-06
EVT00457,USR0296,Technology,Viva Insights,Project Management,2025-02-09,17.3,11,2025-02
EVT00458,USR0212,Finance,SharePoint,Video Conferencing,2025-03-02,10.4,7,2025-03
EVT00459,USR0124,Marketing,Viva Insights,Project Management,2025-02-11,40.2,2,2025-02
EVT00460,USR0203,Finance,OneDrive,Team Chat,2025-02-15,20.7,2,2025-02
EVT00461,USR0240,Operations,Power BI,Project Management,2025-04-16,48.3,8,2025-04
EVT00462,USR0229,Marketing,Microsoft Teams,Project Management,2025-01-07,11.1,8,2025-01
EVT00463,USR0198,Sales,OneDrive,File Sharing,2025-02-15,3.0,3,2025-02
EVT00464,USR0143,Sales,Viva Insights,Video Conferencing,2025-03-27,40.7,6,2025-03
EVT00465,USR0180,Technology,SharePoint,File Sharing,2025-04-16,70.6,1,2025-04
EVT00466,USR0024,Finance,OneDrive,Team Chat,2025-06-21,5.7,0,2025-06
EVT00467,USR0180,Technology,Viva Insights,Project Management,2025-03-05,17.5,4,2025-03
EVT00468,USR0182,Marketing,OneDrive,Document Collaboration,2025-03-10,43.5,1,2025-03
EVT00469,USR0093,Technology,SharePoint,Analytics Portal,2025-02-10,29.2,13,2025-02
EVT00470,USR0204,Legal,Viva Insights,Video Conferencing,2025-06-29,21.7,6,2025-06
EVT00471,USR0097,Sales,Power BI,Video Conferencing,2025-01-28,15.6,0,2025-01
EVT00472,USR0060,Finance,Viva Insights,Video Conferencing,2025-04-08,29.1,4,2025-04
EVT00473,USR0019,Legal,SharePoint,Project Management,2025-01-10,12.5,6,2025-01
EVT00474,USR0069,Technology,Power BI,Document Collaboration,2025-05-01,47.0,9,2025-05
EVT00475,USR0046,Finance,OneDrive,Project Management,2025-02-26,52.2,16,2025-02
EVT00476,USR0206,Sales,SharePoint,Project Management,2025-02-21,14.1,4,2025-02
EVT00477,USR0269,Finance,OneDrive,Analytics Portal,2025-04-28,20.3,2,2025-04
EVT00478,USR0076,Marketing,SharePoint,Team Chat,2025-03-31,25.6,7,2025-03
EVT00479,USR0228,Finance,Viva Insights,Analytics Portal,2025-03-20,3.8,0,2025-03
EVT00480,USR0148,Sales,Power BI,Document Collaboration,2025-02-28,12.2,5,2025-02
EVT00481,USR0231,Sales,Viva Insights,Team Chat,2025-02-27,9.9,5,2025-02
EVT00482,USR0062,Finance,Microsoft Teams,Document Collaboration,2025-01-07,22.6,4,2025-01
EVT00483,USR0057,Operations,Viva Insights,Analytics Portal,2025-06-18,15.4,7,2025-06
EVT00484,USR0193,Finance,SharePoint,Document Collaboration,2025-02-19,6.8,7,2025-02
EVT00485,USR0191,Technology,Viva Insights,Project Management,2025-04-13,18.4,0,2025-04
EVT00486,USR0176,Sales,OneDrive,File Sharing,2025-03-26,15.0,6,2025-03
EVT00487,USR0128,Finance,Microsoft Teams,Team Chat,2025-03-13,20.1,0,2025-03
EVT00488,USR0251,Technology,Power BI,Document Collaboration,2025-01-18,2.1,17,2025-01
EVT00489,USR0034,Legal,Viva Insights,Project Management,2025-03-13,6.1,4,2025-03
EVT00490,USR0242,Legal,Viva Insights,Team Chat,2025-03-31,24.2,5,2025-03
EVT00491,USR0118,HR,Microsoft Teams,Video Conferencing,2025-06-14,3.9,4,2025-06
EVT00492,USR0128,Finance,SharePoint,Document Collaboration,2025-05-11,24.4,1,2025-05
EVT00493,USR0272,Operations,Power BI,Video Conferencing,2025-04-13,24.5,6,2025-04
EVT00494,USR0247,Technology,Power BI,File Sharing,2025-06-23,6.6,19,2025-06
EVT00495,USR0233,Finance,Viva Insights,File Sharing,2025-05-18,15.4,12,2025-05
EVT00496,USR0059,Legal,Power BI,Team Chat,2025-03-26,11.0,1,2025-03
EVT00497,USR0038,Sales,SharePoint,Project Management,2025-01-08,10.1,12,2025-01
EVT00498,USR0159,Marketing,Viva Insights,Project Management,2025-01-30,47.7,2,2025-01
EVT00499,USR0008,HR,SharePoint,Document Collaboration,2025-03-08,25.5,2,2025-03
EVT00500,USR0259,Technology,Power BI,Project Management,2025-02-15,22.7,3,2025-02
EVT00501,USR0034,Legal,Power BI,Team Chat,2025-05-29,19.6,3,2025-05
EVT00502,USR0242,Legal,Power BI,Video Conferencing,2025-03-09,17.9,5,2025-03
EVT00503,USR0009,Legal,Microsoft Teams,Video Conferencing,2025-01-10,4.6,3,2025-01
EVT00504,USR0242,Legal,SharePoint,Document Collaboration,2025-01-28,1.3,4,2025-01
EVT00505,USR0038,Sales,Power BI,Video Conferencing,2025-06-02,36.2,2,2025-06
EVT00506,USR0094,Operations,Power BI,Document Collaboration,2025-04-22,52.5,13,2025-04
EVT00507,USR0144,Technology,Viva Insights,Video Conferencing,2025-03-30,8.7,6,2025-03
EVT00508,USR0277,Marketing,SharePoint,Document Collaboration,2025-03-22,10.9,6,2025-03
EVT00509,USR0041,Legal,SharePoint,Analytics Portal,2025-04-22,9.2,3,2025-04
EVT00510,USR0272,Operations,OneDrive,Analytics Portal,2025-06-05,19.0,1,2025-06
EVT00511,USR0079,HR,Power BI,Analytics Portal,2025-05-11,41.0,1,2025-05
EVT00512,USR0297,Technology,Viva Insights,Document Collaboration,2025-01-30,38.7,8,2025-01
EVT00513,USR0205,Technology,Power BI,File Sharing,2025-04-09,23.1,3,2025-04
EVT00514,USR0249,Sales,Viva Insights,File Sharing,2025-05-28,13.9,3,2025-05
EVT00515,USR0184,Marketing,OneDrive,File Sharing,2025-02-18,37.7,8,2025-02
EVT00516,USR0266,HR,SharePoint,File Sharing,2025-03-07,27.4,6,2025-03
EVT00517,USR0004,Operations,Power BI,Video Conferencing,2025-01-12,18.1,12,2025-01
EVT00518,USR0100,HR,Viva Insights,Document Collaboration,2025-04-22,11.4,8,2025-04
EVT00519,USR0132,Marketing,Viva Insights,Team Chat,2025-01-01,18.1,0,2025-01
EVT00520,USR0144,Technology,Viva Insights,Analytics Portal,2025-05-14,1.4,3,2025-05
EVT00521,USR0196,Technology,Power BI,File Sharing,2025-05-18,14.0,4,2025-05
EVT00522,USR0241,Finance,OneDrive,Team Chat,2025-06-25,7.7,11,2025-06
EVT00523,USR0062,Finance,SharePoint,Project Management,2025-06-21,19.4,2,2025-06
EVT00524,USR0237,Finance,Microsoft Teams,Video Conferencing,2025-02-20,4.9,6,2025-02
EVT00525,USR0117,Finance,Viva Insights,Project Management,2025-04-04,51.5,0,2025-04
EVT00526,USR0098,HR,OneDrive,File Sharing,2025-04-21,44.9,7,2025-04
EVT00527,USR0040,Operations,Viva Insights,File Sharing,2025-01-18,54.7,5,2025-01
EVT00528,USR0228,Finance,Microsoft Teams,File Sharing,2025-06-20,17.9,5,2025-06
EVT00529,USR0052,Legal,SharePoint,Team Chat,2025-03-26,17.0,2,2025-03
EVT00530,USR0106,Sales,Viva Insights,Video Conferencing,2025-06-09,12.8,6,2025-06
EVT00531,USR0176,Sales,SharePoint,File Sharing,2025-03-22,1.0,5,2025-03
EVT00532,USR0263,Legal,Power BI,Project Management,2025-06-19,3.8,3,2025-06
EVT00533,USR0267,Marketing,Power BI,File Sharing,2025-02-01,20.5,6,2025-02
EVT00534,USR0300,HR,Viva Insights,Project Management,2025-03-18,14.7,3,2025-03
EVT00535,USR0053,Finance,Microsoft Teams,Team Chat,2025-05-10,32.1,12,2025-05
EVT00536,USR0235,Marketing,SharePoint,Document Collaboration,2025-03-21,16.3,4,2025-03
EVT00537,USR0104,Sales,OneDrive,Document Collaboration,2025-06-20,3.5,3,2025-06
EVT00538,USR0240,Operations,Power BI,Analytics Portal,2025-04-15,33.1,3,2025-04
EVT00539,USR0045,Legal,Microsoft Teams,File Sharing,2025-03-25,26.4,2,2025-03
EVT00540,USR0153,Legal,OneDrive,Analytics Portal,2025-04-14,25.8,9,2025-04
EVT00541,USR0154,Marketing,SharePoint,Document Collaboration,2025-06-28,14.1,1,2025-06
EVT00542,USR0113,Legal,SharePoint,Video Conferencing,2025-03-17,10.4,4,2025-03
EVT00543,USR0211,Legal,SharePoint,Video Conferencing,2025-05-22,1.0,0,2025-05
EVT00544,USR0291,Marketing,Power BI,Analytics Portal,2025-02-02,11.2,9,2025-02
EVT00545,USR0236,Operations,Viva Insights,File Sharing,2025-02-19,32.5,10,2025-02
EVT00546,USR0123,Technology,Microsoft Teams,Video Conferencing,2025-04-18,53.5,12,2025-04
EVT00547,USR0073,HR,Viva Insights,Document Collaboration,2025-06-20,13.7,4,2025-06
EVT00548,USR0251,Technology,Power BI,Video Conferencing,2025-04-08,22.9,5,2025-04
EVT00549,USR0047,HR,OneDrive,Video Conferencing,2025-06-23,8.2,1,2025-06
EVT00550,USR0154,Marketing,SharePoint,Analytics Portal,2025-02-14,11.3,3,2025-02
EVT00551,USR0292,HR,OneDrive,File Sharing,2025-06-07,6.4,4,2025-06
EVT00552,USR0236,Operations,OneDrive,Analytics Portal,2025-05-26,13.9,7,2025-05
EVT00553,USR0040,Operations,SharePoint,Team Chat,2025-03-19,10.8,5,2025-03
EVT00554,USR0114,Technology,SharePoint,Document Collaboration,2025-04-14,14.7,10,2025-04
EVT00555,USR0271,Legal,Power BI,Document Collaboration,2025-05-21,16.4,9,2025-05
EVT00556,USR0102,HR,Power BI,Document Collaboration,2025-01-01,6.3,2,2025-01
EVT00557,USR0084,Finance,Viva Insights,Document Collaboration,2025-03-19,41.7,4,2025-03
EVT00558,USR0014,HR,Viva Insights,Document Collaboration,2025-03-15,21.4,0,2025-03
EVT00559,USR0288,Legal,Microsoft Teams,Analytics Portal,2025-02-23,10.6,2,2025-02
EVT00560,USR0258,Legal,Power BI,Team Chat,2025-04-21,18.1,2,2025-04
EVT00561,USR0053,Finance,Microsoft Teams,Team Chat,2025-05-29,36.7,1,2025-05
EVT00562,USR0071,Sales,Microsoft Teams,Analytics Portal,2025-06-05,3.3,2,2025-06
EVT00563,USR0264,Marketing,Microsoft Teams,Document Collaboration,2025-06-17,47.1,2,2025-06
EVT00564,USR0127,Technology,Microsoft Teams,File Sharing,2025-03-24,11.3,4,2025-03
EVT00565,USR0082,Finance,Viva Insights,Video Conferencing,2025-04-30,41.5,6,2025-04
EVT00566,USR0101,Marketing,Power BI,Document Collaboration,2025-04-24,14.8,3,2025-04
EVT00567,USR0034,Legal,SharePoint,Team Chat,2025-04-24,21.4,3,2025-04
EVT00568,USR0001,Legal,SharePoint,Analytics Portal,2025-06-22,6.8,4,2025-06
EVT00569,USR0060,Finance,OneDrive,Analytics Portal,2025-02-24,4.8,4,2025-02
EVT00570,USR0271,Legal,Power BI,Project Management,2025-05-11,34.8,2,2025-05
EVT00571,USR0234,Legal,Viva Insights,Document Collaboration,2025-05-02,23.9,2,2025-05
EVT00572,USR0025,Operations,Power BI,Analytics Portal,2025-02-13,23.2,12,2025-02
EVT00573,USR0264,Marketing,OneDrive,Team Chat,2025-06-18,20.2,9,2025-06
EVT00574,USR0197,Sales,OneDrive,Project Management,2025-01-22,14.8,1,2025-01
EVT00575,USR0244,Finance,SharePoint,Video Conferencing,2025-03-14,41.4,4,2025-03
EVT00576,USR0137,Finance,SharePoint,Video Conferencing,2025-05-12,11.3,10,2025-05
EVT00577,USR0293,Legal,SharePoint,Project Management,2025-06-19,9.1,1,2025-06
EVT00578,USR0263,Legal,Viva Insights,Analytics Portal,2025-06-12,3.9,2,2025-06
EVT00579,USR0017,Sales,Viva Insights,Document Collaboration,2025-06-08,22.1,8,2025-06
EVT00580,USR0276,Finance,SharePoint,Video Conferencing,2025-03-27,3.6,1,2025-03
EVT00581,USR0092,Marketing,SharePoint,Document Collaboration,2025-01-24,19.5,0,2025-01
EVT00582,USR0021,Legal,Microsoft Teams,Analytics Portal,2025-03-02,6.5,7,2025-03
EVT00583,USR0020,Marketing,OneDrive,Video Conferencing,2025-06-22,6.3,4,2025-06
EVT00584,USR0024,Finance,OneDrive,Project Management,2025-03-21,9.9,3,2025-03
EVT00585,USR0294,Legal,SharePoint,File Sharing,2025-02-27,9.5,0,2025-02
EVT00586,USR0153,Legal,SharePoint,Video Conferencing,2025-02-20,22.0,6,2025-02
EVT00587,USR0074,Marketing,Power BI,Analytics Portal,2025-02-07,15.8,7,2025-02
EVT00588,USR0045,Legal,Power BI,File Sharing,2025-01-07,13.1,5,2025-01
EVT00589,USR0191,Technology,Microsoft Teams,Video Conferencing,2025-01-12,5.3,5,2025-01
EVT00590,USR0069,Technology,SharePoint,Project Management,2025-03-04,53.3,12,2025-03
EVT00591,USR0225,Operations,OneDrive,Document Collaboration,2025-05-02,46.5,13,2025-05
EVT00592,USR0196,Technology,SharePoint,File Sharing,2025-06-06,2.2,0,2025-06
EVT00593,USR0250,Operations,Microsoft Teams,Team Chat,2025-01-19,26.9,7,2025-01
EVT00594,USR0179,Technology,Microsoft Teams,File Sharing,2025-04-27,13.1,1,2025-04
EVT00595,USR0182,Marketing,SharePoint,Project Management,2025-04-17,13.4,2,2025-04
EVT00596,USR0136,Legal,Viva Insights,Document Collaboration,2025-06-11,18.6,2,2025-06
EVT00597,USR0083,Legal,Power BI,Team Chat,2025-05-28,3.3,0,2025-05
EVT00598,USR0005,Marketing,Viva Insights,Analytics Portal,2025-02-19,13.4,5,2025-02
EVT00599,USR0148,Sales,Power BI,Project Management,2025-06-28,15.5,4,2025-06
